order_id,customer_id,product_id,order_date,quantity,discount
8506,708,140,2024-12-23,2,0.2
8507,272,48,2024-05-07,1,0.0
8508,1497,117,2023-12-04,5,0.2
8509,467,28,2024-10-07,4,0.0
8510,1428,121,2023-03-07,2,0.0
8511,755,39,2024-02-26,4,0.05
8512,224,137,2024-06-23,3,0.2
8513,1987,161,2024-09-20,4,0.05
8514,1136,171,2024-05-07,2,0.15
8515,1479,1,2023-11-13,5,0.2
8516,288,81,2024-09-17,2,0.05
8517,1477,88,2023-03-16,1,0.0
8518,341,138,2024-12-14,1,0.0
8519,158,146,2023-02-28,4,0.15
8520,660,9,2024-01-21,4,0.0
8521,186,13,2023-01-15,2,0.2
8522,29,43,2023-08-19,4,0.0
8523,1432,98,2024-09-08,4,0.0
8524,897,132,2024-11-07,4,0.1
8525,747,43,2023-07-18,5,0.0
8526,1051,159,2023-12-20,1,0.1
8527,985,25,2023-02-04,5,0.0
8528,1787,76,2023-06-11,2,0.1
8529,533,85,2024-04-15,3,0.0
8530,913,17,2024-06-14,1,0.0
8531,1116,194,2024-02-27,2,0.0
8532,928,156,2023-12-14,4,0.0
8533,172,14,2024-11-24,3,0.05
8534,114,116,2023-05-27,3,0.0
8535,1122,68,2024-01-09,3,0.05
8536,1279,69,2024-11-18,5,0.2
8537,1046,113,2024-11-05,2,0.15
8538,554,13,2024-02-20,5,0.0
8539,1145,85,2024-11-17,5,0.15
8540,211,14,2024-05-08,1,0.15
8541,1726,146,2024-07-12,5,0.1
8542,816,137,2023-09-13,4,0.05
8543,1672,90,2024-11-16,3,0.1
8544,386,44,2023-04-13,2,0.1
8545,901,27,2023-05-01,5,0.0
8546,1308,169,2024-02-23,2,0.0
8547,1924,56,2023-12-16,1,0.0
8548,1077,94,2024-10-18,3,0.2
8549,1892,44,2023-02-11,1,0.15
8550,641,10,2024-01-02,5,0.0
8551,1615,160,2023-01-29,2,0.1
8552,1485,70,2023-01-14,1,0.05
8553,1759,26,2024-04-29,3,0.15
8554,1745,41,2023-07-08,5,0.0
8555,1926,46,2023-10-22,5,0.2
8556,1880,14,2023-07-02,3,0.0
8557,951,45,2024-07-01,1,0.0
8558,1332,154,2023-02-06,2,0.05
8559,1357,100,2023-01-14,3,0.0
8560,213,7,2024-09-26,1,0.0
8561,1560,165,2024-08-17,4,0.0
8562,190,178,2023-06-08,1,0.0
8563,1014,194,2024-05-08,1,0.15
8564,184,29,2023-11-25,4,0.2
8565,1238,106,2024-09-05,3,0.1
8566,93,120,2023-03-24,3,0.1
8567,1432,119,2024-07-09,1,0.0
8568,1644,183,2024-08-02,4,0.15
8569,716,9,2024-07-13,2,0.1
8570,1300,159,2024-07-22,1,0.05
8571,1002,120,2024-08-09,2,0.0
8572,1058,99,2023-01-22,5,0.15
8573,1807,93,2023-05-12,3,0.15
8574,819,146,2024-04-09,1,0.15
8575,245,180,2024-03-31,1,0.2
8576,1663,158,2023-10-29,4,0.1
8577,1796,77,2023-09-24,4,0.0
8578,1333,139,2024-01-30,5,0.2
8579,1678,25,2023-04-30,4,0.05
8580,705,154,2023-09-03,2,0.0
8581,1441,138,2024-07-21,4,0.15
8582,1404,117,2023-02-07,4,0.0
8583,50,77,2023-09-02,1,0.0
8584,239,160,2023-01-21,4,0.0
8585,1259,99,2023-04-20,1,0.0
8586,319,54,2024-08-28,2,0.05
8587,562,25,2024-01-29,5,0.0
8588,1117,157,2024-02-14,5,0.1
8589,760,163,2024-10-09,1,0.0
8590,330,52,2023-01-08,5,0.2
8591,1444,116,2024-03-19,4,0.05
8592,1486,124,2023-11-24,3,0.0
8593,1366,140,2023-10-17,3,0.2
8594,242,176,2024-05-25,3,0.0
8595,609,7,2023-12-27,3,0.0
8596,1500,199,2024-08-21,4,0.05
8597,1991,85,2024-12-16,2,0.0
8598,612,53,2023-08-07,2,0.0
8599,1023,81,2024-02-10,5,0.1
8600,1508,68,2024-09-12,4,0.0
8601,946,173,2023-08-08,5,0.15
8602,1449,113,2024-08-17,5,0.05
8603,866,33,2023-04-17,2,0.05
8604,1990,200,2024-08-03,3,0.0
8605,1251,185,2024-08-31,1,0.1
8606,155,18,2024-12-24,4,0.2
8607,542,144,2023-10-13,3,0.1
8608,160,95,2023-01-08,5,0.2
8609,1235,48,2023-07-08,1,0.1
8610,790,41,2023-03-22,3,0.1
8611,1749,81,2023-04-18,2,0.0
8612,1605,63,2023-11-17,4,0.1
8613,1685,157,2024-08-01,2,0.15
8614,489,17,2024-11-16,5,0.2
8615,1280,26,2023-12-12,5,0.1
8616,56,79,2023-11-24,3,0.0
8617,852,159,2024-07-08,5,0.2
8618,1766,168,2024-11-29,1,0.15
8619,1183,49,2023-10-29,1,0.1
8620,869,136,2023-07-19,5,0.05
8621,1979,177,2024-02-23,3,0.2
8622,966,192,2023-02-08,1,0.15
8623,1119,173,2023-11-03,4,0.1
8624,1263,168,2023-01-04,3,0.05
8625,683,125,2024-09-24,3,0.1
8626,216,2,2023-03-18,1,0.15
8627,1462,181,2024-04-12,5,0.0
8628,1782,55,2023-06-28,2,0.15
8629,146,152,2024-10-06,4,0.1
8630,1975,156,2023-10-03,2,0.0
8631,1532,6,2023-06-01,3,0.0
8632,1821,168,2023-06-13,1,0.0
8633,124,195,2023-10-17,5,0.0
8634,1725,119,2024-01-13,3,0.1
8635,819,194,2024-09-12,4,0.15
8636,332,10,2024-09-29,3,0.05
8637,1292,3,2023-11-06,4,0.2
8638,605,139,2024-01-24,5,0.15
8639,189,111,2024-10-19,4,0.2
8640,1607,153,2023-07-02,4,0.05
8641,144,66,2023-11-02,1,0.0
8642,1152,137,2023-03-13,5,0.0
8643,1548,189,2023-08-07,3,0.0
8644,830,187,2024-12-19,3,0.0
8645,725,94,2023-06-22,5,0.05
8646,1988,129,2024-10-14,2,0.0
8647,1386,151,2023-09-29,5,0.0
8648,1596,129,2024-12-26,5,0.0
8649,849,11,2024-04-12,4,0.05
8650,1820,29,2023-09-26,4,0.0
8651,832,103,2023-01-20,4,0.0
8652,607,7,2024-07-31,3,0.1
8653,72,166,2024-05-17,1,0.0
8654,622,4,2023-05-27,2,0.0
8655,946,10,2024-03-04,4,0.1
8656,1306,54,2023-06-14,2,0.0
8657,1448,158,2023-11-06,2,0.05
8658,1902,10,2024-06-01,1,0.05
8659,439,182,2023-01-14,1,0.2
8660,1648,116,2023-05-12,3,0.2
8661,159,41,2024-03-14,5,0.05
8662,1747,7,2024-11-04,1,0.0
8663,1918,184,2023-09-20,4,0.1
8664,1275,20,2024-10-04,5,0.1
8665,1351,6,2023-08-13,2,0.15
8666,625,86,2023-09-15,3,0.15
8667,1541,16,2023-08-22,5,0.1
8668,1677,16,2023-12-02,1,0.0
8669,914,98,2024-02-13,2,0.0
8670,338,151,2023-01-24,5,0.15
8671,755,3,2023-09-28,1,0.2
8672,1655,86,2023-04-05,2,0.1
8673,1842,28,2023-05-22,1,0.0
8674,1664,147,2024-11-24,2,0.2
8675,1108,102,2024-12-18,4,0.0
8676,1780,58,2023-03-22,4,0.2
8677,1137,189,2023-10-01,3,0.15
8678,983,106,2023-10-03,2,0.0
8679,676,168,2024-04-09,3,0.0
8680,369,85,2023-07-27,1,0.0
8681,627,131,2023-10-23,3,0.05
8682,1128,33,2023-02-08,5,0.2
8683,1204,136,2023-10-15,1,0.15
8684,1313,167,2023-05-04,3,0.0
8685,1472,170,2023-10-10,5,0.0
8686,1991,28,2023-06-29,1,0.0
8687,1256,157,2023-04-07,2,0.1
8688,1349,20,2023-07-10,3,0.0
8689,1376,180,2023-03-15,1,0.05
8690,969,81,2024-03-22,3,0.15
8691,670,78,2024-05-11,2,0.0
8692,1632,164,2024-07-14,2,0.0
8693,1255,21,2024-04-28,1,0.0
8694,324,37,2024-12-22,4,0.0
8695,790,106,2023-04-26,2,0.0
8696,827,18,2024-06-18,1,0.15
8697,264,18,2023-04-08,4,0.0
8698,450,197,2023-11-24,2,0.15
8699,549,76,2024-02-11,5,0.0
8700,1635,112,2023-11-09,4,0.1
8701,1765,56,2024-12-02,5,0.05
8702,1336,194,2024-11-24,3,0.0
8703,1213,2,2023-05-28,3,0.0
8704,1622,21,2023-12-08,5,0.0
8705,65,16,2024-05-09,4,0.2
8706,1639,164,2023-01-23,1,0.0
8707,426,99,2023-04-15,4,0.0
8708,624,84,2024-11-05,4,0.0
8709,353,34,2024-08-01,5,0.0
8710,945,98,2024-07-11,5,0.05
8711,580,20,2024-08-15,4,0.2
8712,1008,76,2024-10-20,2,0.1
8713,1161,115,2023-08-10,4,0.1
8714,136,151,2023-01-15,5,0.1
8715,1338,33,2024-09-24,4,0.05
8716,1011,135,2023-03-19,5,0.0
8717,726,51,2023-11-18,2,0.05
8718,1521,173,2023-08-29,5,0.1
8719,1898,196,2023-01-18,5,0.0
8720,753,48,2024-03-29,5,0.0
8721,310,114,2024-03-18,2,0.05
8722,1621,127,2023-10-04,5,0.0
8723,1584,79,2024-02-28,5,0.0
8724,1462,75,2024-04-20,5,0.1
8725,1385,69,2023-01-27,3,0.0
8726,156,192,2024-05-28,2,0.15
8727,1637,14,2024-04-08,3,0.2
8728,962,178,2023-12-29,1,0.0
8729,366,104,2024-01-18,3,0.0
8730,1105,137,2024-06-08,2,0.2
8731,1664,44,2024-01-17,1,0.15
8732,1695,21,2023-07-03,2,0.15
8733,1261,192,2023-07-13,2,0.15
8734,1421,56,2024-04-06,4,0.05
8735,1083,11,2023-02-25,5,0.2
8736,1261,101,2023-08-18,2,0.05
8737,1534,126,2024-05-03,5,0.0
8738,338,57,2023-01-28,3,0.2
8739,472,105,2024-08-05,3,0.2
8740,1439,81,2024-12-22,4,0.1
8741,289,109,2023-07-03,4,0.0
8742,374,87,2024-02-29,5,0.1
8743,1333,38,2024-01-10,5,0.15
8744,1631,120,2023-02-10,3,0.2
8745,1146,156,2024-04-28,3,0.0
8746,347,7,2023-09-17,4,0.0
8747,633,162,2024-03-16,2,0.05
8748,36,130,2023-03-25,2,0.0
8749,725,44,2023-02-15,1,0.0
8750,1477,194,2024-03-15,4,0.1
8751,459,150,2024-11-01,5,0.15
8752,1250,186,2024-06-02,4,0.0
8753,891,129,2024-03-13,2,0.0
8754,802,98,2023-05-16,2,0.0
8755,1401,37,2023-07-02,3,0.15
8756,1597,57,2024-12-09,2,0.1
8757,1212,139,2023-06-21,4,0.15
8758,1776,61,2024-08-12,3,0.0
8759,1027,142,2024-11-20,3,0.2
8760,6,72,2024-06-22,3,0.2
8761,1428,81,2023-04-30,1,0.1
8762,1796,77,2023-10-08,5,0.2
8763,613,111,2023-11-04,1,0.15
8764,309,7,2024-12-08,5,0.15
8765,359,79,2023-10-04,5,0.0
8766,1863,169,2024-06-13,4,0.0
8767,958,110,2023-10-22,5,0.15
8768,508,15,2023-02-22,4,0.2
8769,465,94,2024-03-07,3,0.0
8770,1702,190,2023-02-21,4,0.1
8771,676,186,2024-12-28,2,0.0
8772,802,118,2023-03-13,1,0.2
8773,518,47,2023-01-28,4,0.1
8774,999,36,2024-04-13,5,0.1
8775,384,127,2024-06-30,4,0.0
8776,962,78,2024-02-05,4,0.15
8777,1938,4,2023-07-20,3,0.0
8778,490,73,2024-09-02,1,0.0
8779,539,97,2024-04-10,3,0.15
8780,551,58,2024-10-13,1,0.0
8781,1513,188,2024-08-17,1,0.0
8782,1331,200,2024-07-13,5,0.05
8783,1299,79,2024-01-14,3,0.0
8784,608,157,2023-06-26,4,0.0
8785,1880,65,2023-02-21,2,0.1
8786,162,116,2023-03-20,2,0.0
8787,601,155,2024-01-20,5,0.0
8788,1271,78,2024-07-29,5,0.1
8789,1560,200,2023-01-08,5,0.0
8790,665,7,2023-08-02,5,0.0
8791,844,88,2023-01-25,3,0.0
8792,862,80,2024-03-25,1,0.0
8793,243,193,2024-04-01,4,0.2
8794,1734,76,2024-04-05,4,0.0
8795,30,41,2023-07-17,3,0.0
8796,481,74,2023-04-04,4,0.0
8797,1743,42,2024-12-19,2,0.05
8798,221,163,2024-03-12,4,0.15
8799,1590,162,2024-06-10,1,0.1
8800,371,137,2024-11-20,4,0.0
8801,1102,49,2024-01-13,1,0.15
8802,120,150,2024-08-09,5,0.1
8803,1817,165,2023-04-14,3,0.0
8804,1773,60,2024-11-10,2,0.0
8805,510,12,2024-09-18,4,0.15
8806,1917,123,2023-02-08,2,0.05
8807,1797,36,2024-04-02,4,0.05
8808,514,42,2023-12-30,5,0.0
8809,1391,96,2023-05-15,1,0.15
8810,1104,127,2024-01-09,3,0.15
8811,1383,81,2023-08-20,3,0.2
8812,191,130,2023-02-08,2,0.2
8813,1660,159,2023-02-16,1,0.0
8814,1718,20,2023-02-05,3,0.0
8815,1958,118,2023-04-05,2,0.0
8816,1660,38,2023-12-27,1,0.1
8817,1041,133,2024-06-08,5,0.0
8818,31,200,2023-05-26,5,0.15
8819,897,16,2024-01-03,2,0.0
8820,1158,60,2023-03-06,5,0.0
8821,1247,96,2023-08-16,4,0.0
8822,1094,3,2024-06-03,4,0.0
8823,1828,122,2024-07-08,1,0.0
8824,392,33,2023-06-30,5,0.0
8825,1117,70,2024-05-15,3,0.1
8826,1097,96,2024-08-19,2,0.1
8827,1162,18,2023-06-04,3,0.2
8828,24,4,2024-06-18,4,0.05
8829,447,172,2024-09-18,5,0.0
8830,168,92,2024-03-10,3,0.0
8831,770,163,2023-04-09,2,0.2
8832,1300,115,2024-09-07,1,0.0
8833,289,98,2024-01-07,1,0.15
8834,1038,120,2024-07-16,2,0.15
8835,1504,34,2023-12-28,4,0.2
8836,438,113,2023-04-22,2,0.0
8837,55,165,2024-03-28,2,0.0
8838,1317,144,2023-06-18,5,0.15
8839,728,188,2024-08-06,3,0.0
8840,1385,108,2023-05-19,2,0.1
8841,84,23,2023-08-19,2,0.0
8842,369,139,2023-08-27,1,0.0
8843,1926,115,2023-09-10,3,0.05
8844,1185,34,2024-03-11,1,0.0
8845,896,58,2024-07-14,4,0.1
8846,306,89,2024-02-26,1,0.2
8847,1500,48,2023-10-30,4,0.0
8848,1483,72,2023-03-13,4,0.1
8849,1764,68,2023-09-20,3,0.0
8850,1620,134,2023-08-10,4,0.05
8851,710,88,2023-03-18,2,0.05
8852,200,3,2023-03-03,2,0.0
8853,335,105,2024-04-15,1,0.0
8854,1366,58,2023-06-06,1,0.1
8855,179,23,2023-05-05,3,0.05
8856,450,185,2023-06-10,4,0.0
8857,1725,83,2024-06-24,2,0.15
8858,1180,129,2024-09-17,1,0.0
8859,740,3,2024-08-13,5,0.0
8860,868,23,2024-06-18,3,0.0
8861,1196,1,2023-04-16,4,0.0
8862,978,111,2023-05-11,3,0.0
8863,1420,5,2023-12-23,4,0.2
8864,1235,156,2024-11-15,4,0.1
8865,1593,69,2023-01-02,3,0.0
8866,666,83,2023-08-21,1,0.0
8867,25,44,2024-01-04,1,0.05
8868,476,141,2023-09-08,4,0.0
8869,783,200,2023-04-18,2,0.0
8870,202,81,2023-10-03,4,0.0
8871,1895,25,2023-06-29,5,0.0
8872,610,76,2024-12-25,1,0.05
8873,589,29,2023-10-20,3,0.1
8874,1488,119,2024-08-06,4,0.05
8875,437,129,2023-06-24,1,0.0
8876,872,194,2023-05-03,1,0.0
8877,1503,34,2023-08-15,4,0.0
8878,1857,59,2024-03-19,4,0.05
8879,1393,193,2024-03-03,1,0.2
8880,1403,22,2023-03-24,5,0.15
8881,111,181,2024-10-19,3,0.2
8882,123,31,2024-09-23,4,0.0
8883,54,66,2023-03-06,4,0.2
8884,1495,3,2023-10-08,2,0.0
8885,1230,174,2024-01-26,4,0.15
8886,167,172,2024-03-03,5,0.0
8887,990,121,2024-09-09,5,0.1
8888,435,88,2023-04-17,4,0.0
8889,1812,169,2024-07-01,3,0.0
8890,960,13,2024-10-20,3,0.2
8891,601,10,2023-09-19,4,0.2
8892,1035,62,2023-06-08,4,0.05
8893,1407,134,2023-09-22,5,0.0
8894,1498,197,2024-04-12,2,0.0
8895,509,178,2023-07-21,4,0.15
8896,564,167,2023-06-04,3,0.0
8897,725,171,2023-01-13,4,0.0
8898,1078,85,2023-10-24,1,0.15
8899,247,42,2024-05-12,5,0.1
8900,581,123,2024-08-19,5,0.15
8901,1543,40,2023-09-02,2,0.1
8902,140,133,2023-10-27,3,0.05
8903,1922,67,2023-12-28,4,0.0
8904,871,61,2023-12-20,2,0.15
8905,405,15,2024-06-04,3,0.05
8906,506,138,2024-01-21,5,0.05
8907,1248,1,2023-11-08,1,0.2
8908,581,63,2024-02-18,4,0.15
8909,347,74,2023-10-05,3,0.15
8910,863,16,2024-12-15,3,0.0
8911,374,95,2024-08-15,4,0.15
8912,1228,28,2023-12-22,5,0.15
8913,633,37,2024-06-08,2,0.1
8914,292,91,2023-01-16,4,0.0
8915,277,54,2023-02-14,3,0.0
8916,1333,119,2023-11-17,5,0.2
8917,254,139,2024-10-12,4,0.2
8918,659,37,2023-11-22,2,0.1
8919,3,166,2023-05-28,5,0.05
8920,1212,162,2023-12-21,1,0.0
8921,1361,150,2023-08-24,1,0.1
8922,1374,183,2024-12-03,2,0.0
8923,1124,132,2024-09-04,4,0.2
8924,457,44,2023-04-15,5,0.0
8925,418,133,2024-04-18,3,0.0
8926,157,184,2024-01-31,2,0.2
8927,202,147,2024-03-21,3,0.2
8928,884,15,2024-08-28,1,0.2
8929,697,51,2023-08-08,4,0.0
8930,329,153,2024-03-17,2,0.05
8931,40,106,2024-10-06,3,0.1
8932,1330,72,2024-10-28,1,0.2
8933,715,181,2023-01-28,2,0.0
8934,147,67,2024-04-19,3,0.2
8935,1942,172,2024-09-19,4,0.15
8936,242,38,2023-11-01,2,0.05
8937,179,189,2024-02-09,1,0.0
8938,1073,69,2024-05-27,2,0.15
8939,180,46,2024-05-16,2,0.0
8940,1915,103,2023-12-14,4,0.05
8941,662,112,2023-08-28,2,0.2
8942,881,60,2024-07-23,1,0.0
8943,958,32,2024-11-25,2,0.0
8944,751,151,2023-12-03,5,0.0
8945,1340,147,2023-01-26,3,0.2
8946,1744,27,2024-02-13,3,0.2
8947,209,34,2023-03-18,5,0.0
8948,1512,66,2023-08-05,2,0.1
8949,1271,117,2023-11-24,4,0.1
8950,1543,53,2023-01-23,5,0.0
8951,631,137,2024-10-31,5,0.0
8952,1461,159,2024-12-18,3,0.05
8953,543,56,2023-11-06,3,0.15
8954,1924,96,2024-08-21,3,0.2
8955,349,120,2023-09-24,2,0.15
8956,519,74,2024-02-19,3,0.0
8957,1771,164,2024-10-07,5,0.05
8958,387,153,2023-09-24,1,0.0
8959,1305,129,2023-11-29,4,0.15
8960,1442,133,2024-03-25,2,0.0
8961,801,51,2024-07-18,2,0.0
8962,607,161,2024-09-02,3,0.1
8963,344,181,2023-09-04,2,0.05
8964,1918,81,2023-02-05,1,0.2
8965,1062,189,2024-02-05,5,0.2
8966,366,163,2023-01-28,5,0.2
8967,381,163,2023-08-08,2,0.0
8968,1150,83,2024-02-10,3,0.15
8969,1796,27,2024-09-05,2,0.2
8970,1200,139,2023-09-28,2,0.05
8971,1994,28,2024-10-12,4,0.2
8972,985,138,2024-05-25,4,0.0
8973,1125,35,2023-10-13,5,0.0
8974,1853,18,2024-03-29,3,0.0
8975,491,133,2023-11-13,5,0.15
8976,193,134,2024-08-12,2,0.1
8977,81,86,2023-10-24,5,0.0
8978,878,158,2023-12-04,4,0.2
8979,1479,82,2023-11-03,1,0.05
8980,1358,65,2024-03-03,1,0.1
8981,1597,196,2023-12-17,2,0.0
8982,129,190,2024-05-25,2,0.15
8983,1030,106,2024-06-08,2,0.0
8984,1482,176,2024-05-06,5,0.0
8985,21,112,2024-08-16,5,0.0
8986,1219,152,2023-01-09,4,0.1
8987,851,81,2024-05-11,5,0.0
8988,28,171,2024-12-25,4,0.1
8989,450,119,2024-07-13,1,0.05
8990,923,85,2024-07-14,5,0.0
8991,1516,200,2024-03-15,4,0.0
8992,928,18,2024-07-05,2,0.0
8993,652,161,2023-04-18,1,0.15
8994,833,94,2023-09-02,4,0.2
8995,1454,9,2023-09-12,4,0.1
8996,235,180,2023-02-02,4,0.1
8997,424,11,2023-01-23,1,0.1
8998,605,196,2024-07-19,3,0.0
8999,1161,2,2023-02-18,5,0.0
9000,82,27,2024-04-06,1,0.2
9001,318,146,2024-08-12,2,0.15
9002,365,101,2023-12-02,1,0.2
9003,765,162,2023-12-24,2,0.0
9004,740,182,2023-05-02,1,0.0
9005,400,11,2024-03-19,2,0.0
9006,1891,194,2023-12-25,4,0.0
9007,356,31,2024-08-24,3,0.05
9008,1476,172,2023-12-12,5,0.0
9009,936,56,2023-07-12,3,0.05
9010,235,89,2024-02-20,1,0.1
9011,35,147,2024-01-12,5,0.15
9012,639,32,2024-04-07,3,0.05
9013,339,164,2024-10-22,5,0.05
9014,1980,71,2023-05-26,4,0.0
9015,1478,142,2024-04-22,3,0.0
9016,1503,123,2024-10-14,5,0.05
9017,1883,173,2024-02-12,5,0.2
9018,1283,1,2023-10-13,5,0.15
9019,1664,180,2023-04-21,5,0.2
9020,1077,33,2024-09-11,2,0.1
9021,1636,162,2023-02-19,2,0.1
9022,443,144,2023-01-14,2,0.2
9023,420,95,2023-05-14,4,0.15
9024,706,121,2024-08-10,4,0.05
9025,752,130,2024-08-18,3,0.0
9026,249,190,2023-12-09,2,0.05
9027,293,76,2024-10-31,3,0.15
9028,207,19,2023-10-13,5,0.0
9029,1125,143,2023-11-10,1,0.2
9030,1239,16,2024-08-28,5,0.2
9031,1324,156,2023-10-24,3,0.05
9032,1600,134,2024-08-28,1,0.2
9033,435,27,2024-07-22,4,0.0
9034,239,167,2023-06-13,1,0.15
9035,1148,139,2024-05-11,5,0.0
9036,518,141,2024-09-01,3,0.1
9037,737,77,2023-01-16,2,0.0
9038,1861,72,2023-12-10,5,0.0
9039,149,25,2023-03-19,3,0.0
9040,57,169,2023-12-12,5,0.0
9041,156,124,2023-03-13,1,0.0
9042,1621,165,2023-09-27,4,0.05
9043,536,14,2023-10-14,1,0.0
9044,115,149,2023-03-07,2,0.0
9045,604,43,2023-03-09,3,0.2
9046,331,44,2023-07-12,1,0.15
9047,1215,42,2023-02-24,3,0.1
9048,1558,155,2024-01-14,5,0.2
9049,366,33,2023-06-17,1,0.0
9050,1518,159,2024-02-13,1,0.0
9051,1570,144,2024-05-22,2,0.15
9052,1273,135,2024-06-20,1,0.05
9053,886,120,2024-10-04,4,0.15
9054,1061,16,2023-04-12,3,0.0
9055,297,46,2024-02-26,5,0.0
9056,465,4,2024-04-22,4,0.0
9057,847,3,2023-04-30,4,0.05
9058,1245,94,2023-10-18,1,0.05
9059,738,19,2024-05-02,4,0.05
9060,873,91,2023-06-10,5,0.0
9061,811,29,2024-11-03,4,0.2
9062,1814,113,2023-03-19,4,0.0
9063,1883,81,2023-02-07,1,0.2
9064,486,65,2024-01-29,3,0.15
9065,399,21,2024-03-16,3,0.15
9066,1557,183,2024-06-23,2,0.05
9067,1076,89,2024-04-06,3,0.1
9068,772,11,2024-09-03,4,0.0
9069,1455,99,2023-10-21,2,0.15
9070,914,164,2024-02-04,2,0.0
9071,1863,39,2024-09-27,1,0.0
9072,1232,50,2023-04-02,2,0.15
9073,886,28,2024-08-31,1,0.0
9074,1443,20,2023-01-06,5,0.0
9075,1484,167,2024-11-11,2,0.0
9076,519,153,2023-09-28,1,0.0
9077,1193,127,2024-09-11,5,0.15
9078,1674,174,2024-07-12,5,0.2
9079,702,200,2023-04-09,1,0.15
9080,1985,32,2024-06-09,2,0.05
9081,1164,191,2023-07-13,5,0.15
9082,347,112,2023-06-06,3,0.2
9083,1692,114,2024-10-27,3,0.0
9084,58,44,2023-04-25,2,0.05
9085,1720,169,2024-01-31,5,0.1
9086,1790,84,2024-10-18,1,0.0
9087,658,9,2024-06-05,2,0.1
9088,1473,117,2023-08-02,3,0.15
9089,1209,38,2024-11-13,5,0.0
9090,178,124,2024-06-16,3,0.05
9091,1511,94,2023-01-15,4,0.0
9092,465,37,2024-02-23,4,0.0
9093,1151,42,2024-01-03,1,0.2
9094,1069,151,2024-09-29,1,0.1
9095,190,75,2023-08-01,1,0.0
9096,1386,144,2024-11-30,5,0.1
9097,366,39,2024-11-14,1,0.0
9098,193,54,2023-01-05,3,0.0
9099,567,125,2023-08-19,2,0.2
9100,294,114,2023-07-20,4,0.0
9101,772,104,2024-02-06,1,0.05
9102,1011,155,2023-05-29,1,0.0
9103,527,174,2024-08-06,2,0.0
9104,149,46,2024-05-06,2,0.05
9105,149,20,2023-08-14,1,0.0
9106,251,91,2024-08-08,2,0.2
9107,435,86,2023-06-18,1,0.0
9108,1790,173,2023-06-01,4,0.0
9109,214,32,2023-08-12,3,0.1
9110,620,32,2024-05-18,5,0.0
9111,1998,119,2024-07-03,2,0.0
9112,35,177,2023-02-13,4,0.0
9113,381,47,2024-11-27,4,0.05
9114,772,40,2024-05-18,2,0.05
9115,227,5,2023-08-29,4,0.15
9116,1952,190,2023-12-17,1,0.15
9117,220,104,2024-12-22,5,0.05
9118,1164,9,2023-01-23,1,0.15
9119,1590,199,2024-09-27,2,0.1
9120,798,146,2024-08-20,1,0.0
9121,265,174,2023-02-12,2,0.0
9122,787,1,2024-04-10,2,0.15
9123,336,122,2023-02-09,4,0.0
9124,1950,134,2023-10-30,2,0.05
9125,961,81,2024-11-11,3,0.0
9126,1646,21,2023-06-24,3,0.0
9127,1581,112,2024-06-15,4,0.0
9128,1303,35,2024-04-05,2,0.0
9129,332,186,2024-09-12,5,0.0
9130,773,122,2023-07-12,5,0.0
9131,724,49,2023-09-01,5,0.1
9132,1219,142,2023-10-07,1,0.15
9133,631,68,2023-02-05,5,0.0
9134,706,126,2024-07-10,2,0.05
9135,1067,134,2024-06-23,4,0.1
9136,980,148,2023-06-03,4,0.2
9137,1282,96,2023-01-23,5,0.0
9138,688,23,2024-12-19,1,0.0
9139,442,14,2023-04-01,2,0.1
9140,1320,86,2024-01-25,2,0.2
9141,611,104,2023-12-25,5,0.1
9142,437,51,2024-07-03,1,0.1
9143,1979,117,2023-08-16,1,0.0
9144,1732,2,2023-07-21,2,0.15
9145,959,177,2023-12-16,1,0.0
9146,1653,7,2023-02-07,5,0.05
9147,1700,100,2024-05-14,4,0.2
9148,1832,178,2024-11-29,4,0.2
9149,902,142,2023-02-12,1,0.0
9150,1422,20,2024-09-17,4,0.2
9151,1999,141,2024-05-31,4,0.05
9152,1149,57,2023-03-09,5,0.0
9153,1521,177,2023-05-03,2,0.1
9154,1893,199,2024-11-15,5,0.0
9155,801,195,2023-12-02,1,0.1
9156,1388,133,2023-06-02,1,0.2
9157,1171,181,2024-10-30,2,0.05
9158,1484,180,2023-06-11,4,0.2
9159,171,97,2023-08-02,1,0.2
9160,310,174,2024-01-11,2,0.2
9161,1737,59,2024-03-18,2,0.1
9162,979,9,2024-02-27,5,0.1
9163,352,53,2024-06-21,2,0.0
9164,860,91,2024-12-01,5,0.2
9165,1372,15,2024-09-25,3,0.1
9166,1916,82,2023-08-18,1,0.0
9167,1375,4,2023-02-28,4,0.1
9168,1597,162,2023-04-06,1,0.0
9169,996,62,2023-09-19,1,0.0
9170,141,52,2023-12-20,4,0.15
9171,1194,164,2023-11-08,4,0.1
9172,1249,99,2023-05-16,5,0.0
9173,746,186,2024-04-17,4,0.0
9174,1810,71,2024-09-23,5,0.1
9175,221,174,2024-03-05,5,0.15
9176,1389,165,2024-06-20,5,0.05
9177,743,194,2023-05-26,2,0.05
9178,840,169,2024-06-07,1,0.05
9179,113,80,2023-03-28,1,0.15
9180,1273,156,2023-04-19,2,0.0
9181,1494,54,2024-02-27,4,0.0
9182,1473,158,2023-12-11,5,0.15
9183,1072,31,2023-09-23,2,0.0
9184,1375,8,2024-08-08,5,0.2
9185,1108,99,2024-05-08,3,0.1
9186,676,199,2023-11-29,1,0.2
9187,1623,82,2024-02-17,1,0.0
